,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,employee_residence_latitude,employee_residence_longitude,employee_residence_a3
2786,2786,2022,EN,FT,Data Scientist,1800000,INR,22892,IN,50,IN,M,22.3511148,78.6677428,IND
2787,2787,2022,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M,39.7837304,-100.445882,USA
2788,2788,2022,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M,39.7837304,-100.445882,USA
2789,2789,2022,EN,FT,AI Scientist,30000,EUR,31520,PT,100,ES,M,39.6621648,-8.1353519,PRT
2790,2790,2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L,39.7837304,-100.445882,USA
2791,2791,2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L,39.7837304,-100.445882,USA
2792,2792,2022,SE,FT,Machine Learning Engineer,195400,USD,195400,US,100,US,L,39.7837304,-100.445882,USA
2793,2793,2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L,39.7837304,-100.445882,USA
2794,2794,2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L,39.7837304,-100.445882,USA
2795,2795,2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L,39.7837304,-100.445882,USA
2796,2796,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,39.7837304,-100.445882,USA
2797,2797,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2798,2798,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2799,2799,2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M,39.7837304,-100.445882,USA
2800,2800,2022,EN,FT,BI Data Analyst,633000,INR,8050,IN,100,IN,M,22.3511148,78.6677428,IND
2801,2801,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,39.7837304,-100.445882,USA
2802,2802,2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M,39.7837304,-100.445882,USA
2803,2803,2022,SE,FT,Data Engineer,178800,USD,178800,US,100,US,L,39.7837304,-100.445882,USA
2804,2804,2022,SE,FT,Data Engineer,132100,USD,132100,US,100,US,L,39.7837304,-100.445882,USA
2805,2805,2022,MI,CT,NLP Engineer,60000,USD,60000,IN,100,US,S,22.3511148,78.6677428,IND
2806,2806,2022,SE,FT,Machine Learning Engineer,60000,EUR,63040,FI,50,FI,S,63.2467777,25.9209164,FIN
2807,2807,2022,EN,FT,Business Data Analyst,50000,USD,50000,IN,100,AS,L,22.3511148,78.6677428,IND
2808,2808,2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
2809,2809,2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,39.7837304,-100.445882,USA
2810,2810,2022,MI,FT,Data Engineer,65000,GBP,80036,GB,100,GB,M,54.7023545,-3.2765753,GBR
2811,2811,2022,MI,FT,Data Engineer,55000,GBP,67723,GB,100,GB,M,54.7023545,-3.2765753,GBR
2812,2812,2022,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,39.7837304,-100.445882,USA
2813,2813,2022,SE,FT,Analytics Engineer,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
2814,2814,2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M,39.7837304,-100.445882,USA
2815,2815,2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M,39.7837304,-100.445882,USA
2816,2816,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L,39.7837304,-100.445882,USA
2817,2817,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,39.7837304,-100.445882,USA
2818,2818,2022,SE,FT,Applied Machine Learning Scientist,108000,USD,108000,US,0,US,L,39.7837304,-100.445882,USA
2819,2819,2021,EN,FT,Machine Learning Research Engineer,20000,USD,20000,FR,50,FR,M,46.603354,1.8883335,FRA
2820,2820,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,39.7837304,-100.445882,USA
2821,2821,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2822,2822,2022,SE,FT,Data Scientist,179400,USD,179400,US,0,US,M,39.7837304,-100.445882,USA
2823,2823,2022,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M,39.7837304,-100.445882,USA
2824,2824,2022,SE,FT,Machine Learning Scientist,193900,USD,193900,US,0,US,M,39.7837304,-100.445882,USA
2825,2825,2022,SE,FT,Machine Learning Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2826,2826,2022,EX,FT,Data Science Manager,222640,USD,222640,US,0,US,M,39.7837304,-100.445882,USA
2827,2827,2022,EX,FT,Data Science Manager,182160,USD,182160,US,0,US,M,39.7837304,-100.445882,USA
2828,2828,2022,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2829,2829,2022,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2830,2830,2022,SE,FT,Analytics Engineer,122500,USD,122500,US,100,US,M,39.7837304,-100.445882,USA
2831,2831,2022,SE,FT,Analytics Engineer,100000,USD,100000,US,100,US,M,39.7837304,-100.445882,USA
2832,2832,2022,EX,FT,Data Engineer,297500,USD,297500,US,100,US,M,39.7837304,-100.445882,USA
2833,2833,2022,EX,FT,Data Engineer,260000,USD,260000,US,100,US,M,39.7837304,-100.445882,USA
2834,2834,2021,EN,FT,Machine Learning Developer,15000,USD,15000,TH,100,TH,L,50.9014721,11.0377839,THA
2835,2835,2022,SE,FT,Data Engineer,193000,USD,193000,ES,100,US,M,39.3260685,-4.8379791,ESP
2836,2836,2022,EN,FT,Data Scientist,93000,USD,93000,US,0,US,M,39.7837304,-100.445882,USA
2837,2837,2022,EN,FT,Data Scientist,73000,USD,73000,US,0,US,M,39.7837304,-100.445882,USA
2838,2838,2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M,39.7837304,-100.445882,USA
2839,2839,2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M,39.7837304,-100.445882,USA
2840,2840,2022,EN,FT,Data Analyst,40300,BRL,7799,BR,100,BR,L,-10.3333333,-53.2,BRA
2841,2841,2022,SE,FT,Data Scientist,136994,USD,136994,US,100,US,M,39.7837304,-100.445882,USA
2842,2842,2022,SE,FT,Data Scientist,101570,USD,101570,US,100,US,M,39.7837304,-100.445882,USA
2843,2843,2022,SE,FT,ETL Developer,250000,USD,250000,US,100,US,M,39.7837304,-100.445882,USA
2844,2844,2022,SE,FT,ETL Developer,63000,USD,63000,US,100,US,M,39.7837304,-100.445882,USA
2845,2845,2022,MI,FT,Data Manager,134000,USD,134000,US,0,US,M,39.7837304,-100.445882,USA
2846,2846,2022,MI,FT,Data Manager,98000,USD,98000,US,0,US,M,39.7837304,-100.445882,USA
2847,2847,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2848,2848,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2849,2849,2022,SE,FT,Director of Data Science,55000,EUR,57786,FR,50,FR,L,46.603354,1.8883335,FRA
2850,2850,2022,MI,FT,Data Analyst,136000,USD,136000,US,100,US,M,39.7837304,-100.445882,USA
2851,2851,2022,MI,FT,Data Analyst,112000,USD,112000,US,100,US,M,39.7837304,-100.445882,USA
2852,2852,2022,SE,FT,Data Scientist,172000,USD,172000,US,100,US,M,39.7837304,-100.445882,USA
2853,2853,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
2854,2854,2022,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M,39.7837304,-100.445882,USA
2855,2855,2022,SE,FT,Data Engineer,164000,USD,164000,US,0,US,M,39.7837304,-100.445882,USA
2856,2856,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,39.7837304,-100.445882,USA
2857,2857,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2858,2858,2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,39.7837304,-100.445882,USA
2859,2859,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,39.7837304,-100.445882,USA
2860,2860,2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,39.7837304,-100.445882,USA
2861,2861,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
2862,2862,2021,EN,FT,Data Engineer,33000,GBP,45390,GB,50,GB,L,54.7023545,-3.2765753,GBR
2863,2863,2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,39.7837304,-100.445882,USA
2864,2864,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,39.7837304,-100.445882,USA
2865,2865,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2866,2866,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2867,2867,2022,MI,FT,Data Analyst,97500,USD,97500,US,100,US,L,39.7837304,-100.445882,USA
2868,2868,2022,SE,FT,Applied Scientist,212800,USD,212800,US,100,US,M,39.7837304,-100.445882,USA
2869,2869,2022,SE,FT,Applied Scientist,142800,USD,142800,US,100,US,M,39.7837304,-100.445882,USA
2870,2870,2022,MI,FT,Data Scientist,70000,EUR,73546,NL,50,NL,L,52.24764975,5.541246849406163,NLD
2871,2871,2022,EN,FT,Data Scientist,50000,USD,50000,US,50,DE,M,39.7837304,-100.445882,USA
2872,2872,2022,EN,FT,Data Analyst,500000,INR,6359,FR,100,IN,L,46.603354,1.8883335,FRA
2873,2873,2022,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M,39.7837304,-100.445882,USA
2874,2874,2022,SE,FT,Data Scientist,130240,USD,130240,US,0,US,M,39.7837304,-100.445882,USA
2875,2875,2022,SE,FT,Analytics Engineer,165000,USD,165000,US,100,US,M,39.7837304,-100.445882,USA
2876,2876,2022,SE,FT,Analytics Engineer,140250,USD,140250,US,100,US,M,39.7837304,-100.445882,USA
2877,2877,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2878,2878,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,39.7837304,-100.445882,USA
2879,2879,2022,SE,FT,Data Scientist,179400,USD,179400,US,100,US,M,39.7837304,-100.445882,USA
2880,2880,2022,SE,FT,Data Scientist,154000,USD,154000,US,100,US,M,39.7837304,-100.445882,USA
2881,2881,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2882,2882,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2883,2883,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2884,2884,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2885,2885,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2886,2886,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2887,2887,2022,MI,FT,Financial Data Analyst,75000,USD,75000,US,0,US,M,39.7837304,-100.445882,USA
2888,2888,2022,MI,FT,Data Engineer,80000,EUR,84053,GR,100,GR,M,38.9953683,21.9877132,GRC
2889,2889,2022,MI,FT,Data Engineer,70000,EUR,73546,GR,100,GR,M,38.9953683,21.9877132,GRC
2890,2890,2022,MI,FT,Data Engineer,80000,GBP,98506,GB,100,GB,M,54.7023545,-3.2765753,GBR
2891,2891,2022,MI,FT,Data Engineer,70000,GBP,86193,GB,100,GB,M,54.7023545,-3.2765753,GBR
2892,2892,2022,MI,FT,Data Engineer,80000,EUR,84053,ES,100,ES,M,39.3260685,-4.8379791,ESP
2893,2893,2022,MI,FT,Data Engineer,70000,EUR,73546,ES,100,ES,M,39.3260685,-4.8379791,ESP
2894,2894,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2895,2895,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2896,2896,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2897,2897,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2898,2898,2022,SE,FT,Analytics Engineer,83376,GBP,102663,GB,100,GB,M,54.7023545,-3.2765753,GBR
2899,2899,2022,SE,FT,Analytics Engineer,65004,GBP,80041,GB,100,GB,M,54.7023545,-3.2765753,GBR
2900,2900,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2901,2901,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2902,2902,2022,SE,FT,Data Engineer,84958,GBP,104611,GB,100,GB,M,54.7023545,-3.2765753,GBR
2903,2903,2022,SE,FT,Data Engineer,66822,GBP,82280,GB,100,GB,M,54.7023545,-3.2765753,GBR
2904,2904,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2905,2905,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2906,2906,2022,SE,FT,Data Scientist,191475,USD,191475,US,0,US,M,39.7837304,-100.445882,USA
2907,2907,2022,SE,FT,Data Scientist,141525,USD,141525,US,0,US,M,39.7837304,-100.445882,USA
2908,2908,2022,SE,FT,Data Analyst,115000,USD,115000,US,0,US,L,39.7837304,-100.445882,USA
2909,2909,2022,EN,FT,Data Scientist,30000,EUR,31520,ES,50,ES,M,39.3260685,-4.8379791,ESP
2910,2910,2022,SE,FT,Data Operations Analyst,81000,USD,81000,US,100,US,M,39.7837304,-100.445882,USA
2911,2911,2022,SE,FT,Data Operations Analyst,66000,USD,66000,US,100,US,M,39.7837304,-100.445882,USA
2912,2912,2022,EN,FT,Data Analyst,46000,USD,46000,US,100,US,L,39.7837304,-100.445882,USA
2913,2913,2022,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,39.7837304,-100.445882,USA
2914,2914,2022,EX,FT,Machine Learning Scientist,200000,USD,200000,US,100,US,S,39.7837304,-100.445882,USA
2915,2915,2022,EX,FT,Machine Learning Scientist,180000,USD,180000,US,100,US,S,39.7837304,-100.445882,USA
2916,2916,2022,EX,FT,AI Scientist,200000,USD,200000,US,100,US,S,39.7837304,-100.445882,USA
2917,2917,2022,SE,FT,Data Scientist,204100,USD,204100,US,0,US,M,39.7837304,-100.445882,USA
2918,2918,2022,SE,FT,Data Scientist,136100,USD,136100,US,0,US,M,39.7837304,-100.445882,USA
2919,2919,2022,SE,FT,Analytics Engineer,250000,USD,250000,US,0,US,M,39.7837304,-100.445882,USA
2920,2920,2022,SE,FT,Analytics Engineer,63000,USD,63000,US,0,US,M,39.7837304,-100.445882,USA
2921,2921,2022,MI,FT,Data Scientist,96000,GBP,118208,GB,0,GB,M,54.7023545,-3.2765753,GBR
2922,2922,2022,MI,FT,Data Scientist,90000,GBP,110820,GB,0,GB,M,54.7023545,-3.2765753,GBR
2923,2923,2021,EN,PT,Computer Vision Software Engineer,120000,DKK,19073,DK,50,DK,L,55.670249,10.3333283,DNK
2924,2924,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2925,2925,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2926,2926,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2927,2927,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2928,2928,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,39.7837304,-100.445882,USA
2929,2929,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,39.7837304,-100.445882,USA
2930,2930,2022,SE,FT,Data Specialist,95000,USD,95000,US,100,US,M,39.7837304,-100.445882,USA
2931,2931,2022,SE,FT,Data Specialist,70000,USD,70000,US,100,US,M,39.7837304,-100.445882,USA
2932,2932,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,M,-17.0568696,-64.9912286,BOL
2933,2933,2022,MI,CT,Analytics Engineer,7500,USD,7500,BO,50,BO,M,-17.0568696,-64.9912286,BOL
2934,2934,2022,MI,FT,Data Analyst,113000,USD,113000,US,0,US,L,39.7837304,-100.445882,USA
2935,2935,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,39.7837304,-100.445882,USA
2936,2936,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,39.7837304,-100.445882,USA
2937,2937,2022,MI,FT,Data Analytics Consultant,113000,USD,113000,US,100,US,L,39.7837304,-100.445882,USA
2938,2938,2022,MI,FT,Product Data Analyst,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
2939,2939,2021,SE,FT,Data Analyst,50000,USD,50000,PH,100,PH,S,12.7503486,122.7312101,PHL
2940,2940,2022,MI,FT,BI Data Analyst,77000,AUD,53368,AU,100,AU,M,-24.7761086,134.755,AUS
2941,2941,2022,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,39.7837304,-100.445882,USA
2942,2942,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
2943,2943,2022,SE,FT,Lead Data Scientist,28500,EUR,29944,PT,50,PT,S,39.6621648,-8.1353519,PRT
2944,2944,2022,SE,FT,Analytics Engineer,250000,USD,250000,US,0,US,M,39.7837304,-100.445882,USA
2945,2945,2022,SE,FT,Analytics Engineer,63000,USD,63000,US,0,US,M,39.7837304,-100.445882,USA
2946,2946,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L,39.7837304,-100.445882,USA
2947,2947,2022,SE,FT,Data Scientist,119300,USD,119300,US,0,US,L,39.7837304,-100.445882,USA
2948,2948,2022,MI,FT,Research Scientist,145000,USD,145000,US,50,US,L,39.7837304,-100.445882,USA
2949,2949,2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M,39.7837304,-100.445882,USA
2950,2950,2022,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,39.7837304,-100.445882,USA
2951,2951,2022,SE,FT,ETL Developer,146200,USD,146200,US,100,US,M,39.7837304,-100.445882,USA
2952,2952,2022,SE,FT,ETL Developer,124270,USD,124270,US,100,US,M,39.7837304,-100.445882,USA
2953,2953,2022,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M,39.7837304,-100.445882,USA
2954,2954,2022,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2955,2955,2022,MI,FT,Data Scientist,52000,EUR,54634,NL,100,NL,S,52.24764975,5.541246849406163,NLD
2956,2956,2022,SE,FT,Data Engineer,185800,USD,185800,CA,100,CA,M,61.0666922,-107.991707,CAN
2957,2957,2022,SE,FT,Data Engineer,137400,USD,137400,CA,100,CA,M,61.0666922,-107.991707,CAN
2958,2958,2022,SE,FT,Analytics Engineer,245000,USD,245000,US,0,US,M,39.7837304,-100.445882,USA
2959,2959,2022,SE,FT,Analytics Engineer,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
2960,2960,2022,SE,FT,Analytics Engineer,203500,USD,203500,US,0,US,M,39.7837304,-100.445882,USA
2961,2961,2022,SE,FT,Analytics Engineer,152000,USD,152000,US,0,US,M,39.7837304,-100.445882,USA
2962,2962,2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,39.7837304,-100.445882,USA
2963,2963,2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M,39.7837304,-100.445882,USA
2964,2964,2022,SE,FT,Machine Learning Infrastructure Engineer,186000,USD,186000,US,100,US,M,39.7837304,-100.445882,USA
2965,2965,2022,SE,FT,Machine Learning Infrastructure Engineer,148800,USD,148800,US,100,US,M,39.7837304,-100.445882,USA
2966,2966,2022,SE,FT,Lead Machine Learning Engineer,7500000,INR,95386,IN,50,IN,L,22.3511148,78.6677428,IND
2967,2967,2022,MI,FT,Machine Learning Engineer,104000,GBP,128058,GB,50,GB,L,54.7023545,-3.2765753,GBR
2968,2968,2022,EN,FT,Data Scientist,82000,USD,82000,US,0,US,L,39.7837304,-100.445882,USA
2969,2969,2022,EN,PT,Data Scientist,110000,USD,110000,DO,100,FR,M,19.0974031,-70.3028026,DOM
2970,2970,2022,MI,FT,Applied Machine Learning Scientist,173000,USD,173000,US,50,US,M,39.7837304,-100.445882,USA
2971,2971,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,39.7837304,-100.445882,USA
2972,2972,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,39.7837304,-100.445882,USA
2973,2973,2022,SE,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,39.7837304,-100.445882,USA
2974,2974,2022,SE,FT,Machine Learning Engineer,148800,USD,148800,US,100,US,M,39.7837304,-100.445882,USA
2975,2975,2022,EN,FT,BI Data Analyst,32400,BRL,6270,BR,100,BR,L,-10.3333333,-53.2,BRA
2976,2976,2022,MI,FT,Data Science Manager,158000,USD,158000,US,100,US,M,39.7837304,-100.445882,USA
2977,2977,2022,MI,FT,Data Science Manager,134000,USD,134000,US,100,US,M,39.7837304,-100.445882,USA
2978,2978,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,39.7837304,-100.445882,USA
2979,2979,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M,39.7837304,-100.445882,USA
2980,2980,2022,EX,FT,Analytics Engineer,200000,USD,200000,US,100,US,M,39.7837304,-100.445882,USA
2981,2981,2022,EX,FT,Analytics Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
2982,2982,2022,SE,FT,Data Analyst,216200,USD,216200,US,0,US,M,39.7837304,-100.445882,USA
2983,2983,2022,SE,FT,Data Analyst,144100,USD,144100,US,0,US,M,39.7837304,-100.445882,USA
2984,2984,2022,MI,FT,Data Scientist,110000,EUR,115573,NL,0,NL,M,52.24764975,5.541246849406163,NLD
2985,2985,2022,MI,FT,Data Scientist,85000,EUR,89306,NL,0,NL,M,52.24764975,5.541246849406163,NLD
2986,2986,2022,SE,FT,ETL Developer,250000,USD,250000,US,0,US,M,39.7837304,-100.445882,USA
2987,2987,2022,SE,FT,ETL Developer,63000,USD,63000,US,0,US,M,39.7837304,-100.445882,USA
2988,2988,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2989,2989,2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M,39.7837304,-100.445882,USA
2990,2990,2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2991,2991,2022,SE,FT,Machine Learning Engineer,85000,USD,85000,US,100,US,M,39.7837304,-100.445882,USA
2992,2992,2022,SE,FT,Data Science Manager,206000,USD,206000,US,100,US,M,39.7837304,-100.445882,USA
2993,2993,2022,SE,FT,Data Science Manager,175100,USD,175100,US,100,US,M,39.7837304,-100.445882,USA
2994,2994,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,39.7837304,-100.445882,USA
2995,2995,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,39.7837304,-100.445882,USA
2996,2996,2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,39.7837304,-100.445882,USA
2997,2997,2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,39.7837304,-100.445882,USA
2998,2998,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,39.7837304,-100.445882,USA
2999,2999,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,39.7837304,-100.445882,USA
3000,3000,2022,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,39.7837304,-100.445882,USA
3001,3001,2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,L,39.7837304,-100.445882,USA
3002,3002,2022,SE,FT,Data Engineer,195700,USD,195700,US,0,US,M,39.7837304,-100.445882,USA
3003,3003,2022,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M,39.7837304,-100.445882,USA
3004,3004,2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,39.7837304,-100.445882,USA
3005,3005,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
3006,3006,2022,MI,FT,Data Engineer,80000,GBP,98506,GB,0,GB,M,54.7023545,-3.2765753,GBR
3007,3007,2022,MI,FT,Data Engineer,60000,GBP,73880,GB,0,GB,M,54.7023545,-3.2765753,GBR
3008,3008,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M,39.7837304,-100.445882,USA
3009,3009,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M,39.7837304,-100.445882,USA
3010,3010,2022,SE,FT,Data Engineer,200000,USD,200000,PR,100,PR,M,50.0874654,14.4212535,PRI
3011,3011,2022,SE,FT,Data Engineer,135000,USD,135000,PR,100,PR,M,50.0874654,14.4212535,PRI
3012,3012,2022,SE,FT,Machine Learning Engineer,193900,USD,193900,US,0,US,M,39.7837304,-100.445882,USA
3013,3013,2022,SE,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
3014,3014,2022,EN,FT,Machine Learning Engineer,45000,GBP,55410,GB,100,GB,S,54.7023545,-3.2765753,GBR
3015,3015,2022,SE,FT,Data Analyst,70000,GBP,86193,GB,0,GB,M,54.7023545,-3.2765753,GBR
3016,3016,2022,SE,FT,Data Analyst,50000,GBP,61566,GB,0,GB,M,54.7023545,-3.2765753,GBR
3017,3017,2022,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M,39.7837304,-100.445882,USA
3018,3018,2022,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,39.7837304,-100.445882,USA
3019,3019,2022,SE,FT,Data Engineer,188100,USD,188100,US,0,US,M,39.7837304,-100.445882,USA
3020,3020,2022,SE,FT,Data Engineer,139860,USD,139860,US,0,US,M,39.7837304,-100.445882,USA
3021,3021,2022,SE,FT,Machine Learning Engineer,248700,USD,248700,US,0,US,M,39.7837304,-100.445882,USA
3022,3022,2022,SE,FT,Machine Learning Engineer,167100,USD,167100,US,0,US,M,39.7837304,-100.445882,USA
3023,3023,2022,MI,FT,Data Analyst,450000,INR,5723,IN,100,IN,S,22.3511148,78.6677428,IND
3024,3024,2022,SE,FT,Data Scientist,123400,USD,123400,US,0,US,M,39.7837304,-100.445882,USA
3025,3025,2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M,39.7837304,-100.445882,USA
3026,3026,2022,MI,FT,BI Data Analyst,48000,EUR,50432,DE,100,DE,S,51.1638175,10.4478313,DEU
3027,3027,2022,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,39.7837304,-100.445882,USA
3028,3028,2022,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M,39.7837304,-100.445882,USA
3029,3029,2022,SE,FT,Data Engineer,141300,USD,141300,US,0,US,M,39.7837304,-100.445882,USA
3030,3030,2022,SE,FT,Data Engineer,102100,USD,102100,US,0,US,M,39.7837304,-100.445882,USA
3031,3031,2022,SE,FT,Data Architect,141300,USD,141300,US,0,US,M,39.7837304,-100.445882,USA
3032,3032,2022,SE,FT,Data Architect,102100,USD,102100,US,0,US,M,39.7837304,-100.445882,USA
3033,3033,2022,EN,FT,Data Analyst,50000,USD,50000,AR,100,AR,L,-34.9964963,-64.9672817,ARG
3034,3034,2022,EN,FT,Data Scientist,80000,EUR,84053,BE,100,BE,L,50.6402809,4.6667145,BEL
